index,country_code,country_long,name_of_powerplant,latitude,longitude,primary_fuel,start date,owner of plant,capacity_in_MW,estimated_generation_gwh_2021
21064,SWE,Sweden,Domnarvet,60.4858,15.4371,Hydro,1994.0,Fortum,22.0,99.62
21065,SWE,Sweden,Dromme,63.25,18.25,Hydro,1993.0,100% Statkraft,2.0,6.01
21066,SWE,Sweden,DÃ¶nje,61.3956,16.4041,Hydro,1953.0,Fortum,72.0,305.97
21067,SWE,Sweden,Eldforsen,60.5089,14.2246,Hydro,1935.0,Fortum,9.0,36.73
21068,SWE,Sweden,Fors,58.753,17.0079,Hydro,1992.0,100% Statkraft,3.0,12.8
21069,SWE,Sweden,Forshaga,59.5254,13.4813,Hydro,1916.0,Fortum,6.6,33.61
21070,SWE,Sweden,Forshult,60.9667,12.4667,Hydro,1911.0,Fortum,24.0,82.64
21071,SWE,Sweden,Forshuvud,60.4858,15.4371,Hydro,,Fortum,44.0,183.58
21072,SWE,Sweden,Forsmark,60.4028,18.1744,Nuclear,,65% Vattenfall; E.ON 8.5%; Mellansvensk Kraftgrupp 25.5%,3227.0,11659.662053952441
21073,SWE,Sweden,Forsmo,63.2713,17.1987,Hydro,1948.0,100% Vattenfall,158.0,553.56
21074,SWE,Sweden,Froslida,57.4536,12.0056,Hydro,1983.0,100% Statkraft,2.4,8.13
21075,SWE,Sweden,Frykfors,59.5072,13.3139,Hydro,1907.0,Fortum,4.7,19.83
21076,SWE,Sweden,Furudal,61.1667,15.1333,Hydro,,Fortum,3.7,10.14
21077,SWE,Sweden,Gaddede,64.5,14.15,Hydro,1974.0,100% Statkraft,22.0,100.78
21078,SWE,Sweden,Gallejuar,65.1141,19.4644,Hydro,1964.0,100% Vattenfall,220.0,703.56
21079,SWE,Sweden,GammelÃ¤nge,63.1419,16.1611,Hydro,1944.0,Fortum,78.0,315.05
21080,SWE,Sweden,Gardikfors,65.4763,15.8566,Hydro,1963.0,100% Vattenfall,60.0,225.34
21081,SWE,Sweden,Gejman,65.572,15.1816,Hydro,1970.0,100% Vattenfall,66.0,218.31
21082,SWE,Sweden,Gidbole,63.4,19.05,Hydro,1985.0,90.1% Statkraft,12.0,55.01
21083,SWE,Sweden,Gidea,63.55,18.6167,Hydro,1986.0,90.1% Statkraft,17.0,78.92
21084,SWE,Sweden,Gideabacka,63.3333,19.1,Hydro,1995.0,90.1% Statkraft,14.0,48.35
21085,SWE,Sweden,Glava,59.55,12.55,Hydro,1958.0,Fortum,16.0,71.8
21086,SWE,Sweden,Grundfors,64.9654,17.5797,Hydro,1958.0,100% Vattenfall,108.0,445.87
21087,SWE,Sweden,Halvfari,60.1667,15.0667,Hydro,1978.0,Fortum,24.0,90.19
21088,SWE,Sweden,Hammarforsen,60.0167,18.5333,Hydro,1928.0,100% Statkraft,80.0,305.58
21089,SWE,Sweden,Harrsele,64.0155,19.5619,Hydro,1957.0,51% Statkraft,223.0,762.48
21090,SWE,Sweden,Harspranget,66.8857,19.8186,Hydro,1919.0,100% Vattenfall,871.0,2977.46
21091,SWE,Sweden,Hermansboda,62.55,15.8333,Hydro,1962.0,Fortum,12.0,56.78
21092,SWE,Sweden,Hogabjar-Karsas,56.9162,12.8229,Wind,,50% Vattenfall,38.4,151.26020210160164
21093,SWE,Sweden,Hoge Vag,55.8846,13.9647,Wind,2015.0,50% Vattenfall,38.0,149.81650871242132
21094,SWE,Sweden,Hojum,58.2804,12.2787,Hydro,1941.0,100% Vattenfall,184.0,647.75
21095,SWE,Sweden,Holleforsen,62.9509,16.6681,Hydro,,100% Vattenfall,151.0,523.55
21096,SWE,Sweden,Horrmundsvalla,61.2833,13.15,Hydro,1960.0,Fortum,6.5,28.02
21097,SWE,Sweden,Hoting,64.1167,16.1667,Hydro,1978.0,100% Statkraft,15.0,72.09
21098,SWE,Sweden,Hummelforsen,59.4589,18.5942,Hydro,1955.0,Fortum,10.7,37.16
21099,SWE,Sweden,Hylte,57.4536,12.0056,Hydro,1989.0,100% Statkraft,26.0,96.42
21100,SWE,Sweden,HÃ¤sselby,59.3623,17.8241,Biomass,1959.0,Fortum,75.0,283.3581472116
21101,SWE,Sweden,HÃ¶ljes,60.9511,12.5432,Hydro,1962.0,Fortum,127.8,416.38
21102,SWE,Sweden,Idbaksverket,58.743,17.0006,Biomass,1997.0,100% Vattenfall,35.0,138.988808293569
21103,SWE,Sweden,Jarkvissle,62.3913,17.3063,Hydro,1959.0,100% Vattenfall,96.0,359.46
21104,SWE,Sweden,Jordbro,59.1497,18.1167,Biomass,1968.0,100% Vattenfall,20.0,84.8503061993074
21105,SWE,Sweden,Juktan,65.0959,17.1173,Hydro,1978.0,100% Vattenfall,26.0,109.62
21106,SWE,Sweden,Juktan Vind,65.0959,17.1173,Wind,2014.0,50% Vattenfall,27.0,110.11494050996282
21107,SWE,Sweden,Juveln,63.7167,13.15,Hydro,1978.0,Fortum,14.0,62.95
21108,SWE,Sweden,Karlshamn,56.1522,14.8325,Hydro,,,1020.0,3405.62
21109,SWE,Sweden,Karsefors,56.5121,13.0437,Hydro,1930.0,100% Statkraft,31.4,120.5
21110,SWE,Sweden,Kilforsem,63.5423,16.7629,Hydro,1953.0,100% Vattenfall,296.0,942.99
21111,SWE,Sweden,Krakerud,59.5833,13.6833,Hydro,1921.0,Fortum,22.0,83.65
21112,SWE,Sweden,KrokstrÃ¶mmen,62.0411,14.9004,Hydro,1952.0,Fortum,103.0,404.44
21113,SWE,Sweden,Kroppstadfors,59.6553,12.5852,Hydro,1959.0,Fortum,3.5,11.25
21114,SWE,Sweden,KrÃ¥ngede,63.1462,16.0706,Hydro,1936.0,Fortum,250.2,821.12
21115,SWE,Sweden,Kvarnaholm,60.45,14.55,Hydro,1958.0,100% Statkraft,5.6,27.09
21116,SWE,Sweden,Kvarnsveden 1,60.5315,17.4156,Hydro,1975.0,Fortum,28.0,119.35
21117,SWE,Sweden,Kvarnsveden 2,60.5638,17.4422,Hydro,1996.0,Fortum,30.0,127.87
21118,SWE,Sweden,Kvistforsen,64.7507,20.9528,Hydro,1962.0,100% Statkraft,140.0,475.18
21119,SWE,Sweden,Kymmen,59.95,12.75,Hydro,1987.0,Fortum,55.0,208.35
21120,SWE,Sweden,Laforsen,61.95,15.5167,Hydro,1953.0,Fortum,57.0,218.7
21121,SWE,Sweden,Laholm,56.5121,13.0437,Hydro,1932.0,100% Statkraft,11.3,51.8
21122,SWE,Sweden,Landafors,61.25,16.6333,Hydro,1976.0,Fortum,11.2,33.66
21123,SWE,Sweden,Lanforsen,60.55,17.7667,Hydro,,Fortum,44.0,162.51
21124,SWE,Sweden,Langbjorn,63.6366,16.7762,Hydro,1959.0,100% Vattenfall,98.0,430.9
21125,SWE,Sweden,Langed,58.9167,12.3,Hydro,,100% Vattenfall,5.5,24.76
21126,SWE,Sweden,Lango,58.4331,16.9667,Hydro,1956.0,100% Statkraft,1.0,4.55
21127,SWE,Sweden,Lasele,63.5548,16.8289,Hydro,,100% Vattenfall,165.0,634.64
21128,SWE,Sweden,Laxede,66.2242,20.86,Hydro,,100% Vattenfall,222.0,782.15
21129,SWE,Sweden,Lenninge,61.3167,16.4333,Hydro,1982.0,Fortum,2.7,13.58
21130,SWE,Sweden,Leringsforsen,62.5667,16.4167,Hydro,1944.0,100% Vattenfall,9.0,41.05
21131,SWE,Sweden,Letsi,66.5024,20.3797,Hydro,1967.0,100% Vattenfall,486.0,1545.45
21132,SWE,Sweden,Ligga,66.8094,19.8968,Hydro,1957.0,100% Vattenfall,332.0,1073.12
21133,SWE,Sweden,Lilla Edet,58.1356,12.1199,Hydro,1926.0,100% Vattenfall,46.0,185.58
21134,SWE,Sweden,Lillgrund,55.5167,12.7833,Wind,2007.0,100% Vattenfall,110.0,321.33
21135,SWE,Sweden,Lindbyn,60.5167,14.9667,Hydro,1953.0,Fortum,11.0,54.65
21136,SWE,Sweden,Lottefors,61.4167,16.4,Hydro,1958.0,Fortum,13.6,72.12
21137,SWE,Sweden,Malgomaj,64.8,16.0167,Hydro,1982.0,100% Statkraft,10.0,44.83
21138,SWE,Sweden,Matfors,62.35,17.0333,Hydro,1982.0,100% Statkraft,21.0,90.99
21139,SWE,Sweden,Messaure,66.6855,20.3359,Hydro,1963.0,100% Vattenfall,463.0,1496.55
21140,SWE,Sweden,Midskog,63.2395,15.2372,Hydro,1944.0,100% Vattenfall,155.0,568.22
21141,SWE,Sweden,Moforsen,63.3683,16.9876,Hydro,,,135.0,472.09
21142,SWE,Sweden,Morttjarnberget Winf Farm,62.7212,15.9471,Wind,,60% Statkraft,85.0,319.45048194110774
21143,SWE,Sweden,Motala,58.5371,15.0365,Biomass,1998.0,100% Vattenfall,3.7,26.019800590209783
21144,SWE,Sweden,Munkfors,59.8386,13.5436,Hydro,1931.0,Fortum,33.0,125.38
21145,SWE,Sweden,Namforsen,63.4402,16.8804,Hydro,1946.0,100% Vattenfall,115.0,459.81
21146,SWE,Sweden,Nas,60.45,14.4833,Hydro,1978.0,100% Vattenfall,24.0,108.17
21147,SWE,Sweden,Nasudden,57.1,18.25,Wind,1983.0,100% Vattenfall,10.2,13.97
21148,SWE,Sweden,Naverede,63.2207,15.3219,Hydro,1955.0,100% Vattenfall,70.0,286.73
21149,SWE,Sweden,Nederede,62.4333,16.4833,Hydro,,100% Statkraft,16.0,77.58
21150,SWE,Sweden,Noppikoski,61.5,14.8333,Hydro,1967.0,Fortum,10.0,30.05
21151,SWE,Sweden,Noreborg,59.7667,12.3167,Hydro,1958.0,Fortum,3.0,11.83
21152,SWE,Sweden,Nya Ãresundsverket,55.6261,13.0404,Gas,,,440.0,1600.7283648386324
21153,SWE,Sweden,Nyebro,56.9333,13.0667,Hydro,1983.0,100% Statkraft,1.4,6.02
21154,SWE,Sweden,Olidan,58.275,12.2727,Hydro,1910.0,100% Vattenfall,104.0,428.56
21155,SWE,Sweden,Oskarshamn,57.413,16.6683,Nuclear,,,2603.0,9407.500366831156
21156,SWE,Sweden,Parki,66.7667,17.5333,Hydro,,100% Vattenfall,19.0,70.11
21157,SWE,Sweden,Parteboda,62.5167,15.7833,Hydro,1960.0,Fortum,35.0,136.85
21158,SWE,Sweden,Pengfors,63.9304,19.6661,Hydro,1954.0,100% Vattenfall,69.0,277.33
21159,SWE,Sweden,Porjus,66.959,19.8023,Hydro,1975.0,100% Vattenfall,430.0,1389.89
21160,SWE,Sweden,Porsi,66.4288,20.6518,Hydro,1967.0,100% Vattenfall,282.0,896.74
21161,SWE,Sweden,Ringhals,57.2574,12.1087,Nuclear,,70.4% Vattenfall; 29.6% Karnkraft Sverige,3932.0,14204.171652382736
21162,SWE,Sweden,Ritsem,67.732,17.49,Hydro,1977.0,100% Vattenfall,304.0,808.09
21163,SWE,Sweden,Rottnen,57.0167,14.9,Hydro,1998.0,Fortum,17.0,51.94
21164,SWE,Sweden,Rusfors,64.7129,18.2534,Hydro,1962.0,100% Vattenfall,45.0,181.89
21165,SWE,Sweden,Rya,57.6924,11.8905,Gas,,,261.0,954.675573180444
21166,SWE,Sweden,Seitevare,66.9764,18.5748,Hydro,,100% Vattenfall,214.0,661.51
21167,SWE,Sweden,Selsfors,64.2167,20.3167,Hydro,1944.0,10.6% Statkraft,61.0,227.89
21168,SWE,Sweden,Sillre,62.3913,17.3063,Hydro,1987.0,100% Vattenfall,11.0,37.5
21169,SWE,Sweden,Skallbole,62.3667,16.9667,Hydro,,100% Statkraft,46.0,182.65
21170,SWE,Sweden,Skedvi,60.4,15.8,Hydro,1949.0,Fortum,38.0,161.98
21171,SWE,Sweden,Skoga,60.0667,13.4667,Hydro,1943.0,Fortum,13.6,46.77
21172,SWE,Sweden,Skogaby,56.5333,13.1833,Hydro,1922.0,100% Statkraft,12.5,57.12
21173,SWE,Sweden,Soderfors,60.3833,17.2333,Hydro,1979.0,100% Vattenfall,20.0,92.79
21174,SWE,Sweden,Spjutmo,61.0831,14.3167,Hydro,1969.0,Fortum,35.0,134.93
21175,SWE,Sweden,Stadsforsen,62.9764,16.6584,Hydro,1939.0,100% Vattenfall,142.0,493.76
21176,SWE,Sweden,Stalon,64.947,16.8273,Hydro,1961.0,100% Vattenfall,130.0,391.31
21177,SWE,Sweden,Stenkullafors,64.2861,17.2427,Hydro,,100% Vattenfall,57.0,243.78
21178,SWE,Sweden,Stensele,65.0521,17.2328,Hydro,1960.0,100% Vattenfall,54.0,218.26
21179,SWE,Sweden,Stenungsund,58.0863,11.8435,Oil,,,840.0,3044.4217540189425
21180,SWE,Sweden,Stor-Rotliden,64.2307,18.3117,Wind,2011.0,100% Vattenfall,78.0,129.72
21181,SWE,Sweden,Storfinnforsen,63.5985,16.1218,Hydro,,,112.0,457.38
21182,SWE,Sweden,Stornorrfors,63.8803,20.0184,Hydro,1958.0,75% Vattenfall,599.0,1922.37
21183,SWE,Sweden,Stugun,63.1625,15.6245,Hydro,1956.0,100% Vattenfall,47.0,189.84
21184,SWE,Sweden,SvarthÃ¥lsforsen,63.0287,16.5716,Hydro,1954.0,Fortum,80.0,323.13
21185,SWE,Sweden,Sveg,62.0272,14.284,Hydro,1975.0,Fortum,36.0,142.79
21186,SWE,Sweden,Tasjo,64.2167,15.9,Hydro,1978.0,100% Statkraft,14.0,62.88
21187,SWE,Sweden,Timsfors,56.4833,13.5833,Hydro,1926.0,100% Statkraft,2.8,13.16
21188,SWE,Sweden,Torpshammar,62.4165,16.4952,Hydro,1943.0,100% Vattenfall,119.0,408.57
21189,SWE,Sweden,TrÃ¤ngslet,61.3811,13.7312,Hydro,,Fortum,300.0,793.6
21190,SWE,Sweden,Tuggen,64.4735,18.8815,Hydro,1962.0,100% Vattenfall,118.0,424.07
21191,SWE,Sweden,Uljabuouda,65.9652,17.63,Wind,,,12.0,55.97643841570121
21192,SWE,Sweden,Umluspen,65.0959,17.1173,Hydro,1957.0,100% Vattenfall,100.0,404.2
21193,SWE,Sweden,Untra,60.4167,17.3,Hydro,1918.0,Fortum,43.0,183.6
21194,SWE,Sweden,Uppsala,59.8514,17.6783,Biomass,,,130.0,481.86598822389254
21195,SWE,Sweden,Utgrunden,56.35,16.2667,Wind,2006.0,100% Vattenfall,10.5,25.36
21196,SWE,Sweden,Væsteras power station,59.5885,16.5135,Coal,1963.0,MÃ¤larenergi,80.0,301.40431457635384
21197,SWE,Sweden,Vargfors,65.0193,19.6856,Hydro,1961.0,100% Vattenfall,134.0,456.01
21198,SWE,Sweden,Vargon,58.3557,12.3729,Hydro,1937.0,100% Vattenfall,35.0,140.94
21199,SWE,Sweden,Vartan,59.352,18.101,Biomass,,,130.0,481.86598822389254
21200,SWE,Sweden,Vietas,67.4931,18.3549,Hydro,,100% Vattenfall,325.0,1011.82
21201,SWE,Sweden,Viforsen,62.3,17.1667,Hydro,1982.0,100% Statkraft,10.0,46.65
21202,SWE,Sweden,Vittjarv,65.8453,21.5545,Hydro,,100% Vattenfall,33.0,132.39
21203,SWE,Sweden,Volgsjofors,64.55,16.75,Hydro,1980.0,100% Statkraft,20.0,88.74
21204,SWE,Sweden,VÃ¤rme,59.3532,18.0985,Gas,1980.0,Fortum,639.0,2318.965825955837
21205,SWE,Sweden,âVÃ¤rtaverket,59.3532,18.0985,Biomass,2013.0,Fortum,389.0,1416.6574577181432
